CÓDIGO,DESCRIÇÃO,DT_INI,DT_FIM,TIPO,CONTA SUPERIOR,NÍVEL,NATUREZA,ORIENTAÇÕES,Voltar Indice
1.01.02.04.04,CSLL Retida na Fonte,01012015,,A,1.01.02.04,5,1,Contas correspondentes à Contribuição Social sobre o Lucro Líquido Retida na Fonte sobre receitas da Pessoa Jurídica declarante.,
1.01.02.04.05,CSLL Recolhida por Estimativa,01012015,,A,1.01.02.04,5,1,Contas que registram o valor da CSLL recolhida por estimativa.,
1.01.02.04.06,CSLL Saldo Negativo,01012015,,A,1.01.02.04,5,1,Contas que registram o saldo negativo da CSLL.,
1.01.02.04.07,PIS/PASEP Retido na Fonte,01012015,,A,1.01.02.04,5,1,Contas que registram o PIS/PASEP Retido na Fonte sobre receitas da Pessoa Jurídica declarante.,
1.01.02.04.08,PIS/PASEP a Compensar,01012015,,A,1.01.02.04,5,1,Contas que registram o PIS/PASEP a compensar.,
1.01.02.04.09,COFINS Retida na Fonte,01012015,,A,1.01.02.04,5,1,Contas que registram a COFINS Retida na Fonte sobre receitas da Pessoa Jurídica declarante.,
1.01.02.04.10,COFINS a Compensar,01012015,,A,1.01.02.04,5,1,Contas que registram a COFINS a compensar. ,
1.01.02.04.11,IPI a Compensar,01012015,,A,1.01.02.04,5,1,Contas que registram ao IPI a compensar. ,
1.01.02.04.12,IOF a Compensar,01012015,,A,1.01.02.04,5,1,Contas que registram o IOF a compensar. ,
1.01.02.04.13,Imposto de Importação a Compensar,01012015,,A,1.01.02.04,5,1,Contas que registram o Imposto de Importação a compensar. ,
1.01.02.04.14,Imposto de Exportação a Compensar,01012015,,A,1.01.02.04,5,1,Contas que registram o Imposto de Exportação a compensar.,
1.01.02.04.15,ITR a Compensar,01012015,,A,1.01.02.04,5,1,Contas que registram o ITR a compensar.,
1.01.02.04.16,CIDE a Compensar,01012015,,A,1.01.02.04,5,1,Contas que registram a CIDE a compensar.,
1.01.02.04.17,Contribuição Previdenciária Retida na Prestação de Serviços,01012015,,A,1.01.02.04,5,1,Contas que registram a Contribuição Previdenciária Retida na Fonte na prestação de serviços a compensar. ,
1.01.02.04.18,Contribuição Previdenciária a Compensar,01012015,,A,1.01.02.04,5,1,Contas que registram a Contribuição Previdenciáriaa compensar.,
1.01.02.04.40,Outros Tributos a Compensar,01012015,,A,1.01.02.04,5,1,Contas que registram  outros impostos e contribuições a compensar. Valores referentes ao ISSQN devem receber esta classificação.,
1.01.02.04.50,( - ) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) -  Tributos a Compensar,01012015,,A,1.01.02.04,5,1,"Contas que registram os ajustes a valor presente efetuados sobre os tributos a compensar. Referidos valores serão apropriados ao resultado pelo regime de competência e excluídos do Lucro Real. Não devem ser controlados em subcontas, mas na Parte B do Lalur, sendo seu montante adicionado ao Lucro Real no mesmo período em a receita ou resultado da operação deva ser tributada(art.4º, Lei nº 12.973/2014).",
1.01.02.04.55,( - ) Perdas  por Redução ao Valor Recuperável (Impairment)- Tributos a Compensar,01012015,,A,1.01.02.04,5,1,"Contas que registram as perdas estimadas com base em evidências objetivas, impactantes no fluxo de caixa futuros estimados desses tributos a compensar. Esta conta também registra as eventuais reversões. Referidos valores deverão ser adicionados ao Lucro Real, mantidos na Parte B do Lalur até ocorrência da alienação ou baixa do ativo, quando poderão ser excluídos do Lucro Real(art. 32, Lei nº 12.973/2014).",
1.01.02.09,OUTROS CRÉDITOS – CIRCULANTE,01012015,,S,1.01.02,4,1,,
1.01.02.09.01,Mútuos com Partes Não Relacionadas – Circulante - No País,01012015,,A,1.01.02.09,5,1,"Contas que registram  empréstimos em moeda efetuados a partes não relacionadas com a declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12, sediadas no país. Juros e encargos decorrentes também devem ser registrados nesta conta.",
1.01.02.09.02,Mútuos com Partes Não Relacionadas – Circulante - No Exterior,01012015,,A,1.01.02.09,5,1,"Contas correspondentes a empréstimos em moeda  efetuados a partes não relacionadas com a declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12, sediadas no exterior. Juros e encargos decorrentes também devem ser registrados nesta conta.",
1.01.02.09.03,Dividendos a Receber - Circulante - No País,01012015,,A,1.01.02.09,5,1,Contas que registram os dividendos a receber de empresas com sede no país ,
1.01.02.09.04,Dividendos a Receber - Circulante - No Exterior,01012015,,A,1.01.02.09,5,1,Contas que registram os dividendos a receber de empresas com sede  no exterior.,
1.01.02.09.05,Juros Sobre o Capital Próprio a Receber  - Circulante,01012015,,A,1.01.02.09,5,1,Contas que registram os juros sobre o capital próprio a receber. ,
1.01.02.09.06,Adiantamento para Futuro Aumento de Capital –Ativo - Circulante,01012015,,A,1.01.02.09,5,1,Contas que registram valores de adiantamento para futuro aumento de capital.,
1.01.02.09.07, Outros Juros a Receber - Circulante,01012015,,A,1.01.02.09,5,1,Contas que registram outros juros a receber não classificáveis em contas mais específicas.,
1.01.02.09.09,Contraprestação Contingente Ativa - Combinação de Negócios - Circulante,01012015,,A,1.01.02.09,5,1,"Contas que registram a contraprestação contingente ativa, em uma combinação de negócios. Em termos gerais, constitui cláusula contratual que confere ao adquirente o direito de reaver parte da contraprestação já transferida, se certas condições específicas venham a ocorrer. Para fins de gerar efeito sobre tratamento fiscal das parcelas integrantes do custo de aquisição de participação societária, deve-se observar os arts. 110/111, Instrução Normativa SRF nº 1.515/2014 .",
1.01.02.09.10,Demais Créditos a Receber - Circulante,01012015,,A,1.01.02.09,5,1,"Contas que registram os demais créditos a receber, que não possuem conta específica neste plano de contas. Este conta não deve ser utilizada sem esgotamento de outras possibilidades.",
1.01.02.09.11,Depósitos em Contencioso - Circulante,01012015,,A,1.01.02.09,5,1,Contas que registram créditos em virtude de depósitos em contencioso de curto prazo.,
1.01.02.09.12,Outros Créditos em Contencioso - Circulante,01012015,,A,1.01.02.09,5,1,Contas que registram outros créditos em contencioso de curto prazo.,
1.01.02.09.20,Direitos Creditórios Cedidos,01012015,,A,1.01.02.09,5,1,"Contas que registram os recebíveis que foram negociados em processos de securitização, ou assemelhantados, enquanto não baixados. Já a Securitizadora deve registrar os recebíveis em  Direitos Creditórios a Receber(1.01.02.09.25)",
1.01.02.09.21,(-) Deságio na Cessão de Títulos,01012015,,A,1.01.02.09,5,1,"Contas que registram o deságio em recebíveis que foram negociados em processos de securitização, ou assemelhantados, enquanto não baixados",
1.01.02.09.25,Direitos Creditórios a Receber,01012015,,A,1.01.02.09,5,1,"Contas que registram os direitos creditórios adquiridos por empresa que exerça atividade de securitização, ou assemelhantada.",
1.01.02.09.50,(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) – Outros Créditos - Circulante,01012015,,A,1.01.02.09,5,1,"Contas que registram os ajustes a valor presente efetuados sobre os outros créditos. Referidos valores serão apropriados ao resultado pelo regime de competência e excluídos do Lucro Real. Não devem ser controlados em subcontas, mas na Parte B do Lalur, sendo seu montante adicionado ao Lucro Real no mesmo período em a receita ou resultado da operação deva ser tributada (art.4º, Lei nº 12.973/2014).",
1.01.02.09.55,(-) Perdas por Redução ao Valor Recuperável (Impairment) - Outros Créditos - Circulante,01012015,,A,1.01.02.09,5,1,"Contas que registram as perdas incorridas com base em evidências objetivas passadas, mas posteriores ao reconhecimento inicial, impactantes no fluxo de caixa futuros estimados desses ativos financeiros. Os títulos para negociação não estão sujeitos a teste de “impairment”. Esta conta também registra as eventuais reversões, não se admitindo para títulos patrimoniais. Referidos valores deverão ser adicionados ao Lucro Real, mantidos na Parte B do Lalur até ocorrência da alienação ou baixa do ativo, quando poderão ser excluídos do Lucro Real(art. 32, Lei nº 12.973/2014).",
1.01.02.09.60,CPC 47 - Atvos de Contrato - Circulante ,01012018,,A,1.01.02.09,5,1,"Contas que registram os efeitos no ativo circulante, decorrentes da adoção do Pronunciamento Técnico CPC 47 - Receita de Contrato com Cliente.",
1.01.02.09.70,Subconta - Ajuste a Valor Justo – Outros Créditos - Circulante,01012015,,A,1.01.02.09,5,1,"Contas que registram os ajustes a valor justo positivos ou negativos efetuados sobre os outros créditos, inclusive decorrentes apenas de sua mensuração inicial. Referidos valores  deverão ser computados na apuração  Lucro Real à medida que ativo for realizado(arts. 13/14, Lei nº 12.973/2014). Detalhes sobre a contabilização estão descritos no Anexo I, exemplos 5/6,  Instrução Normativa SRF nº 1.515/2014). Apenas no caso da conta contábil que registra o ativo consolidar vários itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 33, §3º, Instrução Normativa SRF nº 1.515/2014)",
1.01.03,ESTOQUES,01012015,,S,1.01,3,1,,
1.01.03.01,ESTOQUES DE MERCADORIAS,01012015,,S,1.01.03,4,1,,
1.01.03.01.01,Mercadorias para Revenda,01012015,,A,1.01.03.01,5,1,Contas que registram os estoques de mercadorias para revenda.,
1.01.03.01.55,(-) Perda por Ajuste ao Valor Realizável Líquido - Estoque Mercadorias,01012015,,A,1.01.03.01,5,1,"Contas que registram as perdas estimadas em estoques avaliados acima do valor de mercado, ou seja, o excedente ao valor realizável líquido. Devem receber esta classificação contas com tratamento de provisões em perdas no estoque.",
1.01.03.01.70,Subconta - Ajuste a Valor Justo - Estoque Mercadorias,01012015,,A,1.01.03.01,5,1,"Contas que registram os ajustes a valor justo positivos ou negativos efetuados sobre os estoques objeto de hedge de valor justo ou hedge de fluxo de caixa, quando optado pelo método do “basis adjustments”. Referidos valores  deverão ser computados na apuração  Lucro Real à medida que ativo for realizado(arts. 13/14, Lei nº 12.973/2014). Detalhes sobre a contabilização estão descritos no Anexo I, exemplos 5/6,  Instrução Normativa SRF nº 1.515/2014). Apenas no caso da conta contábil que registra o ativo consolidar vários itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 33, §3º, Instrução Normativa SRF nº 1.515/2014)",
1.01.03.01.75,( - ) Subconta – Ajuste a Valor Presente (AVP) -  Estoque Mercadorias,01012015,,A,1.01.03.01,5,1,"Contas que registram contrapartidas dos ajustes a valor presente efetuados sobre os passivos decorrentes de compras a prazo de estoques. Referidos valores serão apropriados ao resultado pelo regime de competência e adicionados ao Lucro Real. Concomitante controle ocorrerá nesta subconta até a revenda da mercadoria, quando valor do AVP poderá ser excluído do Lucro Real do período (art.5º, Lei nº 12.973/2014). Detalhes sobre a contabilização estão descritos no Anexo I, exemplo 4,  Instrução Normativa SRF nº 1.515/2014). Apenas no caso da conta contábil que registra o ativo consolidar vários itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 33, §3º, Instrução Normativa SRF nº 1.515/2014)",
1.01.03.01.90,Subconta – Adoção Inicial -  Estoques de Mercadorias ,01012015,,A,1.01.03.01,5,1,"Contas que registram as diferenças positivas ou negativas, na data da adoção dos efeitos da Lei nº 12.973/2014, entre o valor do ativo mensurado de acordo as disposições da Lei nº 6.404/1976 e o valor mensurado pelos métodos e critérios vigentes em 31/12/2007(arts. 66/67, Lei nº 12.973/2014). Referidos valores  deverão ser computados na apuração  Lucro Real à medida da realização do bem, (arts. 164 e 167,  Instrução Normativa SRF nº 1.515/2014, cujos detalhes sobre a contabilização estão descritos em seu Anexo I,  exemplos 1/2). Conforme disciplinado art. 169, § 9ª, Instrução Normativa SRF nº 1.515/2014, cada subconta de adoção inicial deve registrar individualmente a diferença de valor identificada em cada ativo.  Apenas no caso da conta contábil que registra o ativo consolidar vários itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 169, §6º, Instrução Normativa SRF nº 1.515/2014)",
1.01.03.02,ESTOQUES DE PRODUTOS,01012015,,S,1.01.03,4,1,,
1.01.03.02.01,Insumos (materiais diretos),01012015,,A,1.01.03.02,5,1,Contas que registram os estoques de matérias primas e materiais diretos ,
1.01.03.02.02,Outros Materiais,01012015,,A,1.01.03.02,5,1,Contas que registram estoque de outros materiais. ,
1.01.03.02.03,Produtos em Elaboração,01012015,,A,1.01.03.02,5,1,Contas que registram os estoques de produtos em elaboração. ,
1.01.03.02.04,Produtos Acabados,01012015,,A,1.01.03.02,5,1,Contas que registram os estoques de produtos acabados. ,
1.01.03.02.55,(-) Perda por Ajuste ao Valor Realizável Líquido - Estoque Produtos,01012015,,A,1.01.03.02,5,1,"Contas que registram as perdas estimadas em estoques avaliados acima do valor de mercado, ou seja, ou seja, o excedente ao valor realizável líquido. Devem receber esta classificação contas com tratamento de provisões em perdas no estoque.",
1.01.03.02.70,Subconta - Ajuste a Valor Justo - Estoque de Produtos,01012015,,A,1.01.03.02,5,1,"Contas que registram os ajustes a valor justo positivos ou negativos efetuados sobre os estoques objeto de hedge de valor justo ou hedge de fluxo de caixa, quando optado pelo método do “basis adjustments”. Referidos valores  deverão ser computados na apuração  Lucro Real à medida que ativo for realizado(arts. 13/14, Lei nº 12.973/2014). Detalhes sobre a contabilização estão descritos no Anexo I, exemplos 5/6,  Instrução Normativa SRF nº 1.515/2014). Apenas no caso da conta contábil que registra o ativo consolidar vários itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 33, §3º, Instrução Normativa SRF nº 1.515/2014)",
